children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-1662.917953,41,secondary education,1,married,0,M,employee,0,16124.063,property
0,-834.9691923,54,secondary education,1,married,0,F,employee,0,22059.785,supplementary education
1,-8966.177746,46,secondary education,1,married,0,M,business,0,48868.115,purchase of the house
0,-1445.333478,41,secondary education,1,civil partnership,1,M,employee,0,46877.807,profile education
0,-2238.44439,39,some college,2,married,0,M,employee,1,23808.129,housing transactions
1,-1110.798496,40,secondary education,1,divorced,3,F,business,0,46765.659,purchase of my own house
0,-275.3804296,33,secondary education,1,married,0,F,employee,1,16452.558,purchase of a car
0,-4338.747828,43,secondary education,1,married,0,F,business,0,28696.929,purchase of my own house
0,-1672.192556,39,bachelor's degree,0,civil partnership,1,M,business,0,36306.034,construction of own property
2,-452.3655087,32,secondary education,1,married,0,F,business,1,13035.936,building a property
0,-2861.551122,43,Bachelor's Degree,0,civil partnership,1,F,employee,0,19849.82,real estate transactions
0,-13459.72504,51,secondary education,1,married,0,F,employee,0,14954.77,university education
0,,23,secondary education,1,civil partnership,1,M,employee,0,,purchase of a car
0,-3288.307489,44,some college,2,unmarried,4,M,business,0,34657.835,buy residential real estate
0,-1296.147374,31,bachelor's degree,0,unmarried,4,M,business,0,39606.524,car
2,,42,secondary education,1,married,0,F,employee,0,,buy real estate
1,-155.2117501,50,BACHELOR'S DEGREE,0,civil partnership,1,M,civil servant,0,18423.51,to have a wedding
0,,44,secondary education,1,unmarried,4,M,employee,1,,transactions with commercial real estate
0,,65,SECONDARY EDUCATION,1,civil partnership,1,F,retiree,0,,to have a wedding
0,357688.7472,56,secondary education,1,civil partnership,1,F,retiree,0,16582.801,to have a wedding
0,-518.822814,33,Bachelor's Degree,0,unmarried,4,F,employee,0,28389.988,car purchase
0,-11634.49789,57,secondary education,1,civil partnership,1,F,business,0,18309.545,having a wedding
0,-6285.697334,47,bachelor's degree,0,unmarried,4,F,business,0,24213.257,buying my own car
0,-1950.657029,45,secondary education,1,civil partnership,1,F,civil servant,0,31550.933,to become educated
0,-247.8525812,27,secondary education,1,married,0,M,employee,0,48605.331,buy commercial real estate
2,-482.0962842,42,secondary education,1,divorced,3,M,employee,0,22901.668,buy residential real estate
1,,42,secondary education,1,divorced,3,F,business,1,,purchase of a car
0,-2734.359017,46,secondary education,1,married,0,F,civil servant,0,29288.914,second-hand car purchase
0,-3216.859318,62,secondary education,1,married,0,F,employee,0,47221.645,getting higher education
0,382723.4475,58,secondary education,1,civil partnership,1,F,retiree,0,12813.009,buying property for renting out
2,-216.2621353,35,secondary education,1,married,0,F,business,0,30685.538,profile education
0,389316.8042,62,secondary education,1,widow / widower,2,F,retiree,1,15340.012,getting higher education
2,-2232.786265,44,bachelor's degree,0,married,0,F,civil servant,0,17420.782,buy real estate
0,-2120.177354,51,secondary education,1,civil partnership,1,M,employee,0,33732.96,purchase of the house for my family
0,-4091.139438,61,primary education,3,widow / widower,2,F,employee,0,31773.509,building a real estate
2,355760.802,57,secondary education,1,unmarried,4,F,retiree,0,22220.893,second-hand car purchase
1,-7634.326814,51,secondary education,1,civil partnership,1,M,civil servant,0,16059.447,to have a wedding
0,,52,secondary education,1,civil partnership,1,F,employee,0,,to become educated
1,,48,bachelor's degree,0,unmarried,4,F,civil servant,0,,car
0,-699.0450171,41,secondary education,1,married,0,F,employee,0,9065.139,getting higher education
1,-7285.109725,36,secondary education,1,divorced,3,F,employee,0,24254.801,buy commercial real estate
1,-430.1035324,40,secondary education,1,married,0,M,employee,0,22679.215,real estate transactions
0,372421.7345,55,secondary education,1,married,0,F,retiree,0,16686.083,buying property for renting out
1,-2874.557911,32,bachelor's degree,0,unmarried,4,F,employee,1,23169.249,to buy a car
2,-6924.906648,56,Secondary Education,1,unmarried,4,M,employee,0,21638.555,buy commercial real estate
1,,41,secondary education,1,married,0,F,employee,0,,to become educated
0,381266.9178,59,secondary education,1,married,0,F,retiree,0,4650.812,buy real estate
2,-2529.131433,34,secondary education,1,civil partnership,1,F,employee,0,10483.269,to have a wedding
0,-1165.287226,38,bachelor's degree,0,married,0,F,civil servant,0,29237.187,university education
2,-1595.989452,29,secondary education,1,married,0,F,business,0,25673.888,purchase of the house for my family
0,-932.8830538,22,secondary education,1,unmarried,4,F,employee,0,8600.277,buy real estate
0,-1430.327944,33,secondary education,1,civil partnership,1,M,employee,1,16860.581,having a wedding
1,-1027.320464,51,bachelor's degree,0,married,0,M,business,0,35415.771,to get a supplementary education
0,-7636.710091,53,secondary education,1,married,0,F,employee,0,16808.513,property
0,-662.0580544,40,secondary education,1,unmarried,4,M,employee,0,17234.278,purchase of my own house
0,-2488.228126,26,bachelor's degree,0,unmarried,4,F,employee,0,14298.537,property
1,333261.7195,64,secondary education,1,married,0,F,retiree,0,29867.036,construction of own property
0,399248.8867,61,secondary education,1,married,0,M,retiree,0,52814.343,getting higher education
0,-1347.492896,55,secondary education,1,married,0,F,employee,0,23916.881,profile education
0,-7002.417913,51,secondary education,1,married,0,F,employee,0,14530.542,buy real estate
1,-1224.925295,32,BACHELOR'S DEGREE,0,civil partnership,1,M,business,0,21862.49,having a wedding
0,-509.9699217,19,some college,2,unmarried,4,F,civil servant,0,12125.986,buy commercial real estate
0,341200.2989,56,secondary education,1,civil partnership,1,F,retiree,0,19824.894,transactions with commercial real estate
1,,24,secondary education,1,married,0,F,civil servant,0,,purchase of the house for my family
0,-2291.603606,48,secondary education,1,widow / widower,2,F,business,0,32792.754,buy commercial real estate
0,-302.0950623,42,secondary education,1,married,0,F,business,0,34562.28,housing renovation
0,-1644.960251,28,secondary education,1,married,0,M,employee,0,84602.365,getting higher education
0,-3038.692535,47,bachelor's degree,0,civil partnership,1,F,employee,0,37668.041,second-hand car purchase
0,-3191.93084,33,bachelor's degree,0,married,0,M,business,0,31318.062,buy commercial real estate
0,363634.6019,58,secondary education,1,married,0,F,retiree,0,29674.624,buy commercial real estate
0,-1328.769947,32,secondary education,1,unmarried,4,M,employee,0,15761.498,building a real estate
0,-3190.963586,29,bachelor's degree,0,unmarried,4,M,employee,0,16790.905,buy commercial real estate
0,-1437.387633,41,secondary education,1,married,0,F,civil servant,0,17754.368,university education
0,-2062.048906,61,bachelor's degree,0,married,0,M,employee,0,29720.26,purchase of my own house
2,-2372.104862,41,secondary education,1,married,0,M,business,0,50298.536,real estate transactions
0,-2974.261819,54,secondary education,1,civil partnership,1,F,employee,0,14626.983,buying a second-hand car
3,-4826.159606,45,secondary education,1,married,0,M,employee,0,13903.187,buy real estate
0,-3169.301501,45,secondary education,1,married,0,F,business,0,27994.625,buy commercial real estate
0,,33,secondary education,1,divorced,3,F,business,0,,housing renovation
0,-2091.669135,58,secondary education,1,married,0,M,employee,0,28536.797,buy residential real estate
0,-8571.032172,44,secondary education,1,civil partnership,1,M,employee,0,25975.099,having a wedding
0,-735.7652232,60,bachelor's degree,0,married,0,M,employee,0,32577.44,university education
1,-1238.216684,38,some college,2,married,0,M,employee,0,57732.435,car purchase
2,-2247.927586,46,secondary education,1,married,0,F,employee,0,30213.932,to own a car
0,360239.8998,57,BACHELOR'S DEGREE,0,married,0,F,retiree,0,11806.872,second-hand car purchase
0,,35,bachelor's degree,0,unmarried,4,M,civil servant,0,,purchase of the house
2,-1043.79408,43,bachelor's degree,0,married,0,M,business,0,83380.065,buy commercial real estate
0,-1865.049409,52,secondary education,1,married,0,F,employee,0,33146.834,cars
0,-1301.616012,25,SECONDARY EDUCATION,1,civil partnership,1,F,civil servant,1,26575.675,having a wedding
0,396093.2188,69,secondary education,1,unmarried,4,M,retiree,0,9466.843,purchase of the house
0,,46,secondary education,1,married,0,F,civil servant,1,,university education
0,-221.5588312,44,secondary education,1,married,0,F,civil servant,0,30011.246,building a property
1,-3983.345763,39,bachelor's degree,0,married,0,M,business,0,32471.084,cars
0,-2456.551956,29,bachelor's degree,0,unmarried,4,M,business,0,105861.729,building a real estate
0,-1106.497053,48,bachelor's degree,0,civil partnership,1,M,employee,0,9858.406,to have a wedding
0,-4121.421142,44,secondary education,1,civil partnership,1,F,employee,0,14415.573,having a wedding
1,-2146.133643,48,secondary education,1,married,0,M,civil servant,0,41375.02,purchase of the house for my family
1,-3097.232282,28,secondary education,1,divorced,3,M,employee,0,33548.693,to own a car
2,-2349.007585,38,secondary education,1,married,0,M,business,0,61061.553,purchase of my own house
0,,31,secondary education,1,married,0,M,employee,1,,car
0,397811.3778,50,secondary education,1,married,0,M,retiree,0,29749.644,building a property
1,-5661.330168,36,secondary education,1,married,0,M,business,0,24978.041,buying a second-hand car
0,383832.2443,37,bachelor's degree,0,married,0,F,retiree,0,30117.883,to buy a car
0,,34,bachelor's degree,0,divorced,3,F,employee,0,,car
0,-1296.746193,27,secondary education,1,married,0,F,employee,0,21685.987,purchase of my own house
1,-2313.372599,53,secondary education,1,married,0,F,employee,0,21008.31,purchase of my own house
1,-380.1748717,29,Some College,2,married,0,F,employee,0,10485.347,buying a second-hand car
0,-289.7460099,21,bachelor's degree,0,married,0,F,civil servant,0,8182.909,purchase of the house
0,-4224.110697,48,secondary education,1,civil partnership,1,M,business,0,42169.022,having a wedding
0,-542.9684231,55,secondary education,1,married,0,F,employee,0,20162.125,buying property for renting out
0,-2965.646313,25,secondary education,1,civil partnership,1,M,employee,0,42303.428,car
0,-315.641123,45,secondary education,1,civil partnership,1,F,civil servant,0,11968.531,wedding ceremony
1,-369.6218652,35,secondary education,1,civil partnership,1,M,employee,0,39826.814,housing
0,-1855.544764,46,secondary education,1,civil partnership,1,M,business,1,24114.01,having a wedding
0,,61,primary education,3,widow / widower,2,F,retiree,0,,property
0,-3650.076979,35,secondary education,1,civil partnership,1,F,employee,0,21063.024,purchase of a car
1,-339.5030249,28,secondary education,1,married,0,F,employee,0,12813.829,real estate transactions
2,-4301.422417,48,secondary education,1,married,0,M,employee,0,24160.493,car purchase
0,374978.1,53,secondary education,1,married,0,F,retiree,0,10765.125,building a property
0,358869.2792,59,secondary education,1,married,0,F,retiree,0,17286.112,education
0,-3029.052689,31,bachelor's degree,0,unmarried,4,M,employee,0,26998.306,to become educated
0,-247.8813837,24,secondary education,1,unmarried,4,M,business,0,30341.822,purchase of the house
0,-715.1576825,26,secondary education,1,unmarried,4,M,business,0,36802.507,building a real estate
1,-969.6178916,41,secondary education,1,married,0,F,employee,0,22582.311,cars
1,-122.8932321,23,some college,2,civil partnership,1,F,employee,1,19551.432,to have a wedding
0,-827.2366482,36,bachelor's degree,0,married,0,M,business,0,35477.367,housing transactions
0,-2411.8454,53,secondary education,1,civil partnership,1,M,civil servant,0,71499.332,cars
2,-2316.554777,40,bachelor's degree,0,married,0,F,employee,0,39671.533,building a property
1,,23,secondary education,1,civil partnership,1,F,employee,0,,to have a wedding
0,-2858.532174,25,bachelor's degree,0,married,0,F,employee,0,18104.077,buying my own car
0,-801.0577945,45,secondary education,1,married,0,F,business,0,34815.72,building a real estate
0,-135.7742006,28,bachelor's degree,0,unmarried,4,M,civil servant,1,35708.114,buy real estate
0,-3740.154284,51,BACHELOR'S DEGREE,0,unmarried,4,F,business,0,43124.822,real estate transactions
0,398646.4116,61,secondary education,1,married,0,F,retiree,0,12469.865,transactions with commercial real estate
2,-2030.216204,37,secondary education,1,married,0,F,employee,0,17337.571,building a real estate
0,-882.571579,35,Secondary Education,1,married,0,F,civil servant,0,28871.434,transactions with commercial real estate
1,-1383.884633,24,secondary education,1,married,0,F,business,0,16178.942,housing
1,-3028.027736,37,Secondary Education,1,unmarried,4,M,business,0,18280.196,profile education
0,,49,secondary education,1,civil partnership,1,F,employee,0,,real estate transactions
1,-1649.331104,29,secondary education,1,married,0,M,employee,0,24506.839,profile education
0,-438.3604219,27,secondary education,1,civil partnership,1,M,employee,0,27475.767,having a wedding
0,-3980.111172,48,secondary education,1,divorced,3,F,employee,0,13275.538,to own a car
1,-375.9549635,38,bachelor's degree,0,unmarried,4,F,business,0,28764.259,housing transactions
0,-1018.527756,36,secondary education,1,unmarried,4,F,employee,0,14964.104,purchase of the house for my family
1,-414.6908767,31,secondary education,1,married,0,F,business,0,26696.611,second-hand car purchase
0,,27,secondary education,1,married,0,M,employee,1,,building a real estate
1,-672.5147705,37,secondary education,1,civil partnership,1,M,employee,0,39298.093,purchase of the house for my family
0,-144.4670095,37,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,32067.527,transactions with commercial real estate
0,-1213.391116,22,SECONDARY EDUCATION,1,unmarried,4,F,business,0,21775.026,building a real estate
0,,38,SECONDARY EDUCATION,1,civil partnership,1,F,employee,1,,having a wedding
0,-5407.323946,39,secondary education,1,unmarried,4,F,civil servant,0,17078.015,building a property
0,,42,bachelor's degree,0,married,0,F,business,0,,buying a second-hand car
0,-765.3978577,29,primary education,3,unmarried,4,M,employee,0,15543.309,building a property
0,-4716.153948,51,bachelor's degree,0,married,0,F,employee,0,7958.852,buying my own car
0,-5619.308087,60,secondary education,1,married,0,F,employee,0,13653.861,purchase of the house for my family
0,,54,secondary education,1,married,0,F,retiree,0,,real estate transactions
0,-777.6658075,25,primary education,3,civil partnership,1,F,employee,0,65263.983,to have a wedding
0,-458.7067707,27,bachelor's degree,0,divorced,3,F,employee,1,15659.616,going to university
1,,39,bachelor's degree,0,married,0,M,employee,0,,purchase of my own house
0,-3366.841911,39,bachelor's degree,0,married,0,F,business,0,31163.591,cars
0,-3378.234436,45,secondary education,1,married,0,M,employee,1,23233.752,cars
0,-1373.502049,27,secondary education,1,married,0,F,employee,0,25989.826,property
3,-1248.131198,34,bachelor's degree,0,married,0,F,employee,0,20388.204,buying property for renting out
2,-230.4262722,34,secondary education,1,married,0,F,employee,0,13330.211,to own a car
1,359061.9318,56,primary education,3,married,0,F,retiree,0,19612.107,purchase of a car
2,-5244.184055,35,some college,2,married,0,M,employee,0,41626.423,education
0,-7814.557192,37,secondary education,1,unmarried,4,F,employee,0,43964.718,to get a supplementary education
0,-3262.886254,45,bachelor's degree,0,civil partnership,1,F,employee,0,21835.69,buying a second-hand car
0,-2989.773883,54,secondary education,1,married,0,F,employee,0,42638.038,purchase of a car
0,-2857.770974,33,secondary education,1,unmarried,4,M,civil servant,0,19686.191,purchase of a car
0,-3412.630745,32,bachelor's degree,0,married,0,F,business,0,22697.517,to become educated
0,,62,bachelor's degree,0,married,0,M,civil servant,0,,housing
1,-425.7333651,32,secondary education,1,married,0,F,employee,0,32310.358,building a real estate
1,368598.98,44,bachelor's degree,0,married,0,M,retiree,0,12991.436,property
0,,51,secondary education,1,civil partnership,1,F,retiree,0,,building a property
1,,52,secondary education,1,married,0,M,employee,0,,cars
0,-1045.059016,44,secondary education,1,married,0,F,employee,0,17689.51,buying my own car
0,-4472.349261,46,secondary education,1,married,0,F,employee,0,12162.703,housing
0,,62,secondary education,1,widow / widower,2,F,retiree,0,,property
1,-552.309696,40,secondary education,1,married,0,M,employee,0,15209.404,construction of own property
0,-1680.289676,44,secondary education,1,married,0,F,employee,0,14145.063,building a real estate
2,-219.4241802,38,some college,2,married,0,F,employee,0,14001.617,buy real estate
0,332825.9312,53,secondary education,1,civil partnership,1,F,retiree,0,16540.349,transactions with commercial real estate
0,341429.4834,61,secondary education,1,married,0,F,retiree,0,11869.047,buying my own car
1,-1386.898078,40,bachelor's degree,0,civil partnership,1,F,employee,0,26521.381,wedding ceremony
0,,59,secondary education,1,married,0,F,retiree,1,,purchase of the house
20,-2695.079206,45,secondary education,1,civil partnership,1,M,employee,1,28467.621,having a wedding
1,,44,secondary education,1,married,0,F,employee,0,,purchase of a car
0,,36,bachelor's degree,0,married,0,M,civil servant,0,,transactions with commercial real estate
0,-835.8688571,54,bachelor's degree,0,civil partnership,1,F,employee,0,26343.777,real estate transactions
1,-235.7703544,44,bachelor's degree,0,married,0,F,civil servant,1,21572.139,buying a second-hand car
0,-722.4544014,41,bachelor's degree,0,married,0,M,employee,0,37298.824,buying my own car
0,-8967.7285,53,secondary education,1,unmarried,4,F,employee,0,42928.725,building a real estate
0,-2644.058143,38,bachelor's degree,0,married,0,F,business,0,15684.501,cars
0,-2710.486179,50,secondary education,1,married,0,M,business,0,12608.129,to buy a car
0,-427.0348211,36,secondary education,1,married,0,F,employee,0,21283.646,construction of own property
0,-2399.380464,44,secondary education,1,unmarried,4,M,employee,0,25588.404,buy commercial real estate
0,-2145.630028,51,secondary education,1,married,0,M,employee,0,24759.285,transactions with commercial real estate
0,-11503.54968,46,secondary education,1,married,0,F,civil servant,0,29785.349,building a property
1,-4063.519416,46,secondary education,1,married,0,F,employee,0,9426.066,housing renovation
1,-437.7548895,37,BACHELOR'S DEGREE,0,married,0,M,business,0,32112.32,car
1,-2621.903545,39,secondary education,1,married,0,F,employee,0,23173.223,to buy a car
0,-11610.57769,50,secondary education,1,married,0,M,employee,0,38968.638,transactions with my real estate
1,-297.5160759,22,secondary education,1,unmarried,4,F,employee,0,19611.589,real estate transactions
0,356191.1377,64,secondary education,1,married,0,F,retiree,0,14829.791,to get a supplementary education
0,-302.5923402,47,secondary education,1,civil partnership,1,F,business,0,20207.672,to have a wedding
1,-6240.500122,53,secondary education,1,divorced,3,M,employee,0,28084.179,buy residential real estate
0,-1306.164907,21,secondary education,1,married,0,F,employee,0,20951.872,housing transactions
0,,35,some college,2,civil partnership,1,M,employee,0,,wedding ceremony
0,-1205.033497,28,bachelor's degree,0,divorced,3,M,employee,1,44559.939,education
0,356817.6074,67,secondary education,1,unmarried,4,F,retiree,0,6904.632,buying property for renting out
0,-3355.260838,34,secondary education,1,unmarried,4,M,business,0,41749.196,second-hand car purchase
0,-1127.206681,59,secondary education,1,civil partnership,1,F,employee,0,45963.634,supplementary education
1,-1373.594888,28,secondary education,1,civil partnership,1,F,business,0,36465.541,to become educated
1,,56,bachelor's degree,0,married,0,F,civil servant,0,,construction of own property
0,-336.9633717,47,secondary education,1,civil partnership,1,M,employee,0,9875.888,wedding ceremony
0,-2166.654582,29,bachelor's degree,0,married,0,M,civil servant,0,35971.09,purchase of the house
0,-3022.694947,31,bachelor's degree,0,married,0,F,employee,0,45771.119,housing
1,-929.1728197,45,secondary education,1,married,0,M,employee,0,45484.785,going to university
1,330469.274,49,bachelor's degree,0,civil partnership,1,M,retiree,0,99944.952,having a wedding
0,,58,secondary education,1,married,0,F,retiree,0,,housing renovation
0,-929.0778907,32,bachelor's degree,0,married,0,F,business,0,24853.459,transactions with commercial real estate
0,-2370.057018,32,some college,2,married,0,M,employee,0,28266.089,buy commercial real estate
0,-4354.259658,44,secondary education,1,married,0,F,employee,0,9764.076,building a property
-1,355157.1072,69,secondary education,1,unmarried,4,F,retiree,0,18643.367,real estate transactions
0,-3539.547345,37,secondary education,1,married,0,F,employee,0,17089.64,purchase of my own house
0,-1022.586185,49,secondary education,1,married,0,F,employee,0,11861.104,going to university
1,340427.0414,54,bachelor's degree,0,married,0,M,retiree,1,16104.001,buying a second-hand car
1,-673.3946525,42,bachelor's degree,0,civil partnership,1,F,employee,0,16580.956,wedding ceremony
0,-6680.894392,47,secondary education,1,unmarried,4,F,civil servant,0,22672.932,university education
0,-2518.566445,42,bachelor's degree,0,married,0,F,civil servant,0,34355.718,purchase of the house
1,-5447.653209,46,secondary education,1,married,0,M,business,0,53842.978,to buy a car
0,-107.6212956,22,secondary education,1,married,0,F,business,1,11520.435,real estate transactions
1,-4720.792404,38,secondary education,1,civil partnership,1,M,employee,0,29035.228,to have a wedding
0,-1038.476956,53,secondary education,1,married,0,M,employee,0,13868.749,buy commercial real estate
1,-1321.461098,47,secondary education,1,civil partnership,1,M,employee,1,31129.906,having a wedding
1,-3020.979677,30,secondary education,1,married,0,M,employee,0,22312.919,buy real estate
1,-997.9154608,31,secondary education,1,married,0,M,employee,0,38245.768,purchase of my own house
0,-5783.474163,45,secondary education,1,married,0,F,employee,0,13774.639,purchase of a car
0,-1123.43866,31,secondary education,1,divorced,3,F,employee,0,17572.092,real estate transactions
0,367857.8065,66,bachelor's degree,0,married,0,F,retiree,0,15492.294,building a real estate
0,-312.6001502,32,bachelor's degree,0,married,0,F,business,0,30137.991,real estate transactions
1,-133.8837392,43,secondary education,1,married,0,F,business,0,9830.74,building a property
0,400165.3407,69,secondary education,1,widow / widower,2,F,retiree,0,44981.71,cars
0,-3138.068211,30,bachelor's degree,0,married,0,F,employee,0,26777.922,buy commercial real estate
1,-4982.874406,58,secondary education,1,married,0,F,business,0,12485.948,transactions with my real estate
0,,52,secondary education,1,married,0,F,business,0,,buy real estate
0,-1709.583263,62,secondary education,1,married,0,M,civil servant,0,20845.832,car
0,,51,secondary education,1,married,0,F,employee,0,,property
0,-1124.452499,52,secondary education,1,married,0,F,employee,0,20643.743,profile education
0,393921.4581,59,bachelor's degree,0,married,0,F,retiree,0,23948.824,buying a second-hand car
0,-9702.23367,49,Secondary Education,1,civil partnership,1,F,business,0,16080.704,having a wedding
0,371417.5146,57,secondary education,1,married,0,F,retiree,0,20640.699,purchase of the house
1,-1049.984297,26,secondary education,1,married,0,M,employee,1,23291.108,education
0,-284.0177798,51,secondary education,1,married,0,F,business,0,17235.09,getting an education
0,366756.5926,64,secondary education,1,married,0,F,retiree,0,17567.725,building a real estate
0,389166.7249,62,secondary education,1,married,0,F,retiree,0,10607.597,supplementary education
0,-1384.716105,58,secondary education,1,married,0,M,employee,0,16302.844,purchase of the house
0,,51,secondary education,1,civil partnership,1,F,employee,0,,purchase of the house for my family
1,-2359.609978,27,bachelor's degree,0,married,0,F,employee,0,29116.284,buying a second-hand car
2,-743.5342716,27,bachelor's degree,0,married,0,F,employee,0,7888.85,getting an education
0,-594.6694333,25,bachelor's degree,0,unmarried,4,M,employee,0,10932.397,buy commercial real estate
0,-1618.108415,49,bachelor's degree,0,married,0,F,business,0,21388.551,purchase of my own house
0,-611.9964338,49,secondary education,1,widow / widower,2,F,employee,0,35320.245,buy commercial real estate
1,-1425.334144,38,secondary education,1,married,0,F,business,0,60317.727,purchase of the house for my family
1,-978.9681943,36,secondary education,1,divorced,3,M,employee,0,22708.486,purchase of a car
0,-264.2740499,48,secondary education,1,civil partnership,1,F,business,0,70217.731,wedding ceremony
0,-3803.301125,47,secondary education,1,married,0,F,business,0,26402.075,transactions with my real estate
0,-1315.137425,27,secondary education,1,unmarried,4,M,business,0,23520.274,second-hand car purchase
0,-2707.189443,40,Secondary Education,1,unmarried,4,M,employee,0,36007.773,buy commercial real estate
0,-3130.66108,34,secondary education,1,married,0,M,employee,0,25895.445,transactions with commercial real estate
1,-127.4734385,40,BACHELOR'S DEGREE,0,unmarried,4,F,business,0,31225.038,to get a supplementary education
0,-4238.186109,39,secondary education,1,married,0,F,employee,0,26803.655,car
0,,25,bachelor's degree,0,married,0,F,employee,0,,purchase of the house
0,351010.6422,66,secondary education,1,civil partnership,1,F,retiree,0,18833.855,having a wedding
0,328728.7206,72,secondary education,1,widow / widower,2,F,retiree,0,15443.094,purchase of the house for my family
0,-2490.434196,45,Secondary Education,1,married,0,F,business,1,30407.287,transactions with my real estate
0,-1755.599031,47,secondary education,1,civil partnership,1,F,employee,0,15217.144,wedding ceremony
0,400534.6315,56,secondary education,1,married,0,F,retiree,0,18557.321,real estate transactions
1,-4337.044194,32,bachelor's degree,0,married,0,M,business,0,67832.398,housing
2,-113.210908,38,secondary education,1,unmarried,4,F,employee,0,17578.515,to own a car
0,,28,secondary education,1,married,0,M,employee,0,,education
0,-3669.779169,53,secondary education,1,civil partnership,1,M,employee,0,20381.208,to have a wedding
5,-268.4254641,38,PRIMARY EDUCATION,3,married,0,F,employee,0,34007.259,going to university
0,-672.3431649,27,BACHELOR'S DEGREE,0,civil partnership,1,M,business,0,74356.723,getting higher education
2,-841.3934036,26,secondary education,1,married,0,M,employee,0,26606.499,buy real estate
1,-1225.034145,40,secondary education,1,divorced,3,M,business,0,52253.88,purchase of a car
0,,54,secondary education,1,civil partnership,1,F,employee,1,,car
1,-3103.840422,36,secondary education,1,civil partnership,1,M,business,0,31927.508,purchase of the house for my family
0,-272.5790349,32,secondary education,1,married,0,F,employee,0,26730.739,buy residential real estate
0,377862.4521,61,secondary education,1,married,0,F,retiree,0,14659.393,supplementary education
0,,49,secondary education,1,married,0,F,business,0,,buying a second-hand car
0,-3856.986576,38,bachelor's degree,0,married,0,M,business,0,39107.111,buy residential real estate
0,338734.8685,0,secondary education,1,married,0,F,retiree,0,41471.027,purchase of my own house
1,-3376.486227,50,secondary education,1,married,0,F,civil servant,0,24139.713,purchase of my own house
1,-2579.627526,33,secondary education,1,married,0,F,employee,0,29242.687,to own a car
0,-241.426427,26,bachelor's degree,0,civil partnership,1,F,business,0,23067.399,having a wedding
0,390957.9734,67,secondary education,1,married,0,F,retiree,0,18024.968,car
0,-1134.869693,47,BACHELOR'S DEGREE,0,married,0,F,employee,0,11829.675,transactions with my real estate
0,377167.3609,59,some college,2,married,0,F,retiree,0,40672.528,buying my own car
0,,57,secondary education,1,widow / widower,2,M,civil servant,1,,to own a car
0,-4487.537679,52,bachelor's degree,0,married,0,F,civil servant,0,32173.24,buying a second-hand car
0,399495.5097,58,secondary education,1,unmarried,4,F,retiree,0,20939.432,housing renovation
0,350691.3622,62,secondary education,1,civil partnership,1,F,retiree,0,15816.876,wedding ceremony
1,,31,secondary education,1,civil partnership,1,F,employee,1,,having a wedding
0,-1470.220839,23,secondary education,1,married,0,M,civil servant,0,42302.963,construction of own property
0,,24,some college,2,unmarried,4,F,business,0,,construction of own property
0,-4610.725482,57,bachelor's degree,0,civil partnership,1,F,civil servant,0,41325.418,profile education
0,-432.2145246,29,secondary education,1,civil partnership,1,F,employee,1,32374.931,to have a wedding
0,-1184.718535,63,secondary education,1,married,0,M,employee,0,10543.257,housing renovation
1,,26,bachelor's degree,0,married,0,F,civil servant,0,,education
0,-8181.528344,54,bachelor's degree,0,married,0,M,employee,0,37641.173,construction of own property
0,386119.6346,60,secondary education,1,married,0,F,retiree,0,25800.519,buy residential real estate
1,,59,secondary education,1,married,0,F,employee,0,,property
1,371911.2615,63,Secondary Education,1,married,0,F,retiree,0,25662.913,housing transactions
1,-3508.701949,65,bachelor's degree,0,civil partnership,1,F,employee,0,23448.986,to have a wedding
0,-705.9374334,52,secondary education,1,married,0,M,employee,0,44374.993,to buy a car
0,-4571.785624,50,secondary education,1,civil partnership,1,F,employee,0,26640.385,wedding ceremony
0,-276.8826972,26,secondary education,1,civil partnership,1,M,business,0,37462.163,purchase of a car
0,-815.2417572,28,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,17741.954,buy residential real estate
0,-906.9149807,48,secondary education,1,married,0,F,employee,0,15480.038,real estate transactions
0,341983.3438,67,secondary education,1,divorced,3,F,retiree,0,9172.47,housing
0,-1777.966556,41,secondary education,1,married,0,M,business,0,15496.377,getting higher education
1,-483.2808955,36,secondary education,1,married,0,F,employee,0,15709.066,building a property
0,-2142.465658,45,secondary education,1,married,0,M,business,0,42996.422,housing transactions
0,-4300.256809,61,secondary education,1,married,0,F,employee,0,6704.075,building a real estate
1,-433.3052548,29,bachelor's degree,0,civil partnership,1,F,business,0,12137.42,to have a wedding
0,356633.3631,65,secondary education,1,married,0,F,retiree,0,45157.887,buy real estate
0,-357.6812306,27,secondary education,1,unmarried,4,F,employee,1,12091.014,buying a second-hand car
0,399375.6523,67,secondary education,1,married,0,M,retiree,0,8895.596,purchase of the house for my family
0,-2981.33705,37,bachelor's degree,0,married,0,M,employee,0,12501.904,housing renovation
0,-2207.812868,52,secondary education,1,married,0,F,civil servant,0,16950.245,housing transactions
2,,33,bachelor's degree,0,married,0,M,business,0,,going to university
2,-910.8831977,30,secondary education,1,married,0,F,business,1,8987.072,cars
0,-1308.780141,25,bachelor's degree,0,civil partnership,1,M,employee,0,11830.736,wedding ceremony
0,-133.2466011,27,secondary education,1,unmarried,4,M,employee,0,43450.999,supplementary education
